ID;Geslacht;Leeftijd;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1AllochtoneOuder_5;k_2eGeneratieMet2AllochtoneOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
286;Mannen en vrouwen;5 jaar;2043;140937;45369;5230;40139;22887;17252;26104;19265
287;Mannen en vrouwen;5 jaar;2044;139857;45590;5242;40348;23025;17323;26200;19389
288;Mannen en vrouwen;5 jaar;2045;138882;45808;5255;40553;23158;17395;26298;19510
289;Mannen en vrouwen;5 jaar;2046;138021;46017;5264;40753;23289;17464;26396;19620
290;Mannen en vrouwen;5 jaar;2047;137303;46222;5275;40947;23417;17530;26495;19727
291;Mannen en vrouwen;5 jaar;2048;136742;46406;5284;41122;23525;17597;26586;19820
292;Mannen en vrouwen;5 jaar;2049;136350;46586;5291;41294;23638;17656;26674;19912
293;Mannen en vrouwen;5 jaar;2050;136118;46751;5299;41452;23739;17713;26759;19992
294;Mannen en vrouwen;6 jaar;2009;155400;45456;4198;41258;18506;22752;32670;12787
295;Mannen en vrouwen;6 jaar;2010;154354;45313;4551;40761;18302;22459;32340;12972
296;Mannen en vrouwen;6 jaar;2011;147809;45120;4713;40407;18325;22082;32051;13069
297;Mannen en vrouwen;6 jaar;2012;142406;44708;5260;39447;18031;21416;31824;12884
298;Mannen en vrouwen;6 jaar;2013;140501;44396;5577;38818;17869;20949;31431;12964
299;Mannen en vrouwen;6 jaar;2014;137969;43655;5370;38286;18016;20269;30717;12938
300;Mannen en vrouwen;6 jaar;2015;141920;44028;5095;38933;18444;20489;30300;13728
301;Mannen en vrouwen;6 jaar;2016;137984;44197;5035;39161;18886;20275;29949;14248
302;Mannen en vrouwen;6 jaar;2017;135616;44137;5063;39074;19155;19919;29456;14681
303;Mannen en vrouwen;6 jaar;2018;135259;43992;5112;38880;19341;19539;28936;15056
304;Mannen en vrouwen;6 jaar;2019;135387;43766;5170;38596;19467;19130;28388;15378
305;Mannen en vrouwen;6 jaar;2020;136009;43556;5230;38326;19575;18751;27903;15653
306;Mannen en vrouwen;6 jaar;2021;136206;43343;5292;38051;19664;18387;27463;15880
307;Mannen en vrouwen;6 jaar;2022;136966;43159;5351;37808;19741;18068;27083;16076
308;Mannen en vrouwen;6 jaar;2023;137985;43012;5403;37609;19820;17789;26758;16254
309;Mannen en vrouwen;6 jaar;2024;139061;42908;5442;37466;19914;17552;26484;16424
310;Mannen en vrouwen;6 jaar;2025;140217;42832;5471;37362;20006;17355;26260;16572
311;Mannen en vrouwen;6 jaar;2026;141348;42803;5497;37306;20119;17187;26079;16724
312;Mannen en vrouwen;6 jaar;2027;142543;42783;5518;37265;20231;17035;25922;16861
313;Mannen en vrouwen;6 jaar;2028;143621;42789;5537;37252;20337;16915;25788;17001
314;Mannen en vrouwen;6 jaar;2029;144568;42830;5558;37272;20467;16805;25690;17140
315;Mannen en vrouwen;6 jaar;2030;145350;42895;5574;37321;20598;16723;25614;17281
316;Mannen en vrouwen;6 jaar;2031;145922;42989;5593;37396;20725;16671;25569;17420
317;Mannen en vrouwen;6 jaar;2032;146392;43114;5614;37500;20870;16630;25552;17563
318;Mannen en vrouwen;6 jaar;2033;146725;43256;5629;37627;21011;16616;25550;17706
319;Mannen en vrouwen;6 jaar;2034;146952;43430;5651;37779;21166;16613;25576;17854
320;Mannen en vrouwen;6 jaar;2035;147076;43611;5665;37946;21316;16630;25612;17999
321;Mannen en vrouwen;6 jaar;2036;147055;43815;5683;38132;21474;16658;25667;18148
322;Mannen en vrouwen;6 jaar;2037;146863;44022;5700;38321;21618;16704;25722;18300
323;Mannen en vrouwen;6 jaar;2038;146501;44241;5716;38524;21772;16752;25795;18445
324;Mannen en vrouwen;6 jaar;2039;145921;44468;5736;38732;21922;16811;25875;18593
325;Mannen en vrouwen;6 jaar;2040;145164;44704;5750;38954;22078;16877;25962;18742
326;Mannen en vrouwen;6 jaar;2041;144199;44932;5764;39168;22219;16949;26049;18884
327;Mannen en vrouwen;6 jaar;2042;143138;45173;5781;39392;22372;17020;26144;19029
328;Mannen en vrouwen;6 jaar;2043;141975;45416;5797;39619;22525;17095;26250;19166
329;Mannen en vrouwen;6 jaar;2044;140827;45647;5808;39839;22672;17167;26349;19298
330;Mannen en vrouwen;6 jaar;2045;139751;45871;5823;40048;22808;17240;26447;19424
331;Mannen en vrouwen;6 jaar;2046;138780;46090;5837;40253;22942;17311;26548;19542
332;Mannen en vrouwen;6 jaar;2047;137923;46300;5847;40454;23076;17378;26649;19652
333;Mannen en vrouwen;6 jaar;2048;137207;46507;5859;40648;23204;17444;26749;19758
334;Mannen en vrouwen;6 jaar;2049;136649;46690;5869;40821;23310;17511;26839;19851
335;Mannen en vrouwen;6 jaar;2050;136259;46875;5877;40998;23428;17570;26932;19943
336;Mannen en vrouwen;7 jaar;2009;157209;45416;4451;40965;17935;23030;32631;12785
337;Mannen en vrouwen;7 jaar;2010;155398;45406;4671;40735;18262;22473;32545;12861
338;Mannen en vrouwen;7 jaar;2011;154352;45282;4971;40311;18083;22229;32264;13018
339;Mannen en vrouwen;7 jaar;2012;147834;45148;5122;40026;18127;21899;32044;13103
340;Mannen en vrouwen;7 jaar;2013;142447;44737;5643;39094;17839;21255;31834;12903
341;Mannen en vrouwen;7 jaar;2014;140540;44453;5950;38503;17694;20809;31479;12974
342;Mannen en vrouwen;7 jaar;2015;138009;43757;5760;37997;17852;20145;30803;12954
343;Mannen en vrouwen;7 jaar;2016;141948;44157;5519;38638;18280;20358;30407;13750
344;Mannen en vrouwen;7 jaar;2017;138023;44341;5476;38865;18718;20148;30068;14273
345;Mannen en vrouwen;7 jaar;2018;135650;44295;5513;38781;18985;19796;29588;14706
346;Mannen en vrouwen;7 jaar;2019;135280;44159;5571;38588;19167;19421;29078;15081
347;Mannen en vrouwen;7 jaar;2020;135394;43947;5635;38312;19296;19016;28541;15406
348;Mannen en vrouwen;7 jaar;2021;136004;43746;5699;38047;19402;18645;28064;15682
349;Mannen en vrouwen;7 jaar;2022;136192;43537;5762;37775;19491;18284;27629;15909
350;Mannen en vrouwen;7 jaar;2023;136943;43361;5823;37539;19571;17968;27256;16106
351;Mannen en vrouwen;7 jaar;2024;137952;43221;5876;37344;19649;17695;26935;16285
352;Mannen en vrouwen;7 jaar;2025;139017;43123;5917;37205;19745;17461;26666;16457
353;Mannen en vrouwen;7 jaar;2026;140164;43053;5948;37104;19836;17268;26447;16606
354;Mannen en vrouwen;7 jaar;2027;141286;43027;5978;37049;19949;17100;26266;16761
355;Mannen en vrouwen;7 jaar;2028;142471;43012;6002;37011;20061;16950;26114;16898
356;Mannen en vrouwen;7 jaar;2029;143542;43024;6023;37001;20169;16832;25984;17040
357;Mannen en vrouwen;7 jaar;2030;144480;43073;6047;37026;20300;16727;25891;17182
358;Mannen en vrouwen;7 jaar;2031;145254;43145;6067;37079;20429;16650;25821;17325
359;Mannen en vrouwen;7 jaar;2032;145819;43245;6087;37158;20558;16601;25781;17464
360;Mannen en vrouwen;7 jaar;2033;146281;43379;6112;37267;20703;16563;25769;17610
361;Mannen en vrouwen;7 jaar;2034;146611;43526;6129;37397;20847;16550;25773;17753
362;Mannen en vrouwen;7 jaar;2035;146833;43704;6153;37551;21000;16551;25803;17901
363;Mannen en vrouwen;7 jaar;2036;146952;43891;6171;37720;21151;16569;25842;18049
364;Mannen en vrouwen;7 jaar;2037;146928;44099;6192;37907;21308;16600;25901;18197
365;Mannen en vrouwen;7 jaar;2038;146733;44310;6211;38100;21454;16645;25961;18349
366;Mannen en vrouwen;7 jaar;2039;146370;44533;6228;38305;21610;16695;26038;18495
367;Mannen en vrouwen;7 jaar;2040;145790;44768;6251;38517;21760;16756;26124;18644
368;Mannen en vrouwen;7 jaar;2041;145036;45005;6265;38740;21918;16822;26213;18793
369;Mannen en vrouwen;7 jaar;2042;144073;45236;6282;38954;22059;16896;26301;18935
370;Mannen en vrouwen;7 jaar;2043;143014;45480;6301;39179;22212;16966;26398;19082
371;Mannen en vrouwen;7 jaar;2044;141856;45723;6319;39404;22359;17045;26505;19218
372;Mannen en vrouwen;7 jaar;2045;140710;45954;6331;39623;22509;17115;26604;19349
373;Mannen en vrouwen;7 jaar;2046;139640;46183;6348;39835;22646;17188;26708;19475
374;Mannen en vrouwen;7 jaar;2047;138672;46402;6362;40040;22782;17258;26809;19593
375;Mannen en vrouwen;7 jaar;2048;137816;46617;6373;40243;22920;17323;26912;19704
376;Mannen en vrouwen;7 jaar;2049;137104;46825;6386;40439;23051;17389;27015;19810
377;Mannen en vrouwen;7 jaar;2050;136546;47009;6397;40612;23154;17458;27105;19903
378;Mannen en vrouwen;8 jaar;2009;160306;45810;5174;40636;17107;23529;32909;12900
379;Mannen en vrouwen;8 jaar;2010;157160;45442;4912;40530;17744;22786;32565;12877
380;Mannen en vrouwen;8 jaar;2011;155359;45464;5101;40363;18084;22279;32523;12941
381;Mannen en vrouwen;8 jaar;2012;154309;45391;5383;40008;17930;22078;32309;13082
382;Mannen en vrouwen;8 jaar;2013;147830;45255;5531;39724;17967;21756;32098;13157
383;Mannen en vrouwen;8 jaar;2014;142446;44871;6028;38843;17701;21142;31925;12946
384;Mannen en vrouwen;8 jaar;2015;140539;44603;6329;38275;17568;20707;31597;13007
385;Mannen en vrouwen;8 jaar;2016;138009;43944;6161;37783;17732;20052;30947;12997
386;Mannen en vrouwen;8 jaar;2017;141930;44365;5946;38419;18159;20260;30565;13800
387;Mannen en vrouwen;8 jaar;2018;138015;44556;5916;38640;18590;20049;30235;14322
388;Mannen en vrouwen;8 jaar;2019;135641;44522;5964;38558;18856;19702;29764;14758
389;Mannen en vrouwen;8 jaar;2020;135260;44395;6027;38368;19037;19331;29262;15133
390;Mannen en vrouwen;8 jaar;2021;135368;44190;6093;38097;19165;18931;28733;15457
391;Mannen en vrouwen;8 jaar;2022;135968;43996;6159;37837;19272;18565;28263;15733
392;Mannen en vrouwen;8 jaar;2023;136150;43796;6223;37573;19363;18209;27834;15962
393;Mannen en vrouwen;8 jaar;2024;136894;43625;6286;37339;19444;17896;27464;16161
394;Mannen en vrouwen;8 jaar;2025;137894;43488;6340;37148;19520;17628;27149;16339
395;Mannen en vrouwen;8 jaar;2026;138952;43394;6382;37012;19617;17395;26883;16511
396;Mannen en vrouwen;8 jaar;2027;140090;43332;6419;36913;19706;17207;26669;16663
397;Mannen en vrouwen;8 jaar;2028;141206;43307;6449;36858;19818;17041;26489;16818
398;Mannen en vrouwen;8 jaar;2029;142382;43299;6475;36824;19933;16892;26342;16957
399;Mannen en vrouwen;8 jaar;2030;143446;43316;6499;36817;20038;16779;26215;17101
400;Mannen en vrouwen;8 jaar;2031;144376;43372;6525;36847;20171;16675;26126;17245
401;Mannen en vrouwen;8 jaar;2032;145145;43449;6547;36902;20301;16601;26061;17389
402;Mannen en vrouwen;8 jaar;2033;145704;43554;6569;36985;20429;16556;26026;17528
403;Mannen en vrouwen;8 jaar;2034;146162;43693;6597;37096;20575;16522;26017;17676
404;Mannen en vrouwen;8 jaar;2035;146487;43845;6617;37228;20720;16508;26026;17819
405;Mannen en vrouwen;8 jaar;2036;146707;44030;6642;37388;20876;16512;26062;17968
406;Mannen en vrouwen;8 jaar;2037;146824;44221;6661;37560;21028;16531;26104;18117
407;Mannen en vrouwen;8 jaar;2038;146797;44434;6684;37749;21186;16563;26168;18266
408;Mannen en vrouwen;8 jaar;2039;146603;44647;6705;37942;21333;16609;26227;18420
409;Mannen en vrouwen;8 jaar;2040;146240;44873;6724;38150;21491;16659;26308;18566
410;Mannen en vrouwen;8 jaar;2041;145660;45111;6749;38363;21642;16721;26396;18715
411;Mannen en vrouwen;8 jaar;2042;144907;45351;6765;38586;21798;16788;26486;18864
412;Mannen en vrouwen;8 jaar;2043;143948;45585;6783;38801;21939;16862;26580;19005
413;Mannen en vrouwen;8 jaar;2044;142893;45829;6803;39026;22093;16932;26677;19152
414;Mannen en vrouwen;8 jaar;2045;141739;46072;6821;39251;22239;17011;26785;19287
415;Mannen en vrouwen;8 jaar;2046;140596;46309;6836;39473;22391;17082;26888;19420
416;Mannen en vrouwen;8 jaar;2047;139532;46537;6853;39684;22528;17156;26991;19546
417;Mannen en vrouwen;8 jaar;2048;138565;46757;6868;39889;22664;17225;27094;19663
418;Mannen en vrouwen;8 jaar;2049;137714;46969;6880;40089;22801;17289;27196;19773
419;Mannen en vrouwen;8 jaar;2050;137005;47177;6892;40285;22930;17355;27299;19878
420;Mannen en vrouwen;9 jaar;2009;157159;44368;5811;38557;16192;22365;31683;12685
421;Mannen en vrouwen;9 jaar;2010;160229;45870;5606;40265;16953;23312;32885;12985
422;Mannen en vrouwen;9 jaar;2011;157106;45541;5332;40208;17593;22616;32588;12952
423;Mannen en vrouwen;9 jaar;2012;155311;45616;5516;40100;17946;22154;32606;13010
424;Mannen en vrouwen;9 jaar;2013;154271;45539;5788;39751;17792;21959;32404;13135
425;Mannen en vrouwen;9 jaar;2014;147816;45434;5934;39500;17845;21654;32229;13205
426;Mannen en vrouwen;9 jaar;2015;142437;45064;6412;38652;17596;21056;32079;12985
427;Mannen en vrouwen;9 jaar;2016;140528;44807;6710;38098;17471;20627;31765;13042
428;Mannen en vrouwen;9 jaar;2017;137998;44175;6562;37612;17635;19978;31132;13042
429;Mannen en vrouwen;9 jaar;2018;141899;44608;6370;38238;18059;20179;30758;13850
430;Mannen en vrouwen;9 jaar;2019;137993;44806;6352;38454;18485;19969;30432;14374
431;Mannen en vrouwen;9 jaar;2020;135621;44778;6406;38372;18748;19624;29971;14807
432;Mannen en vrouwen;9 jaar;2021;135238;44658;6471;38187;18928;19259;29477;15182
433;Mannen en vrouwen;9 jaar;2022;135338;44461;6540;37921;19056;18865;28953;15508
434;Mannen en vrouwen;9 jaar;2023;135933;44273;6606;37668;19167;18501;28488;15785
435;Mannen en vrouwen;9 jaar;2024;136111;44078;6672;37406;19257;18149;28064;16014
436;Mannen en vrouwen;9 jaar;2025;136849;43913;6736;37177;19339;17838;27699;16214
437;Mannen en vrouwen;9 jaar;2026;137843;43777;6790;36986;19412;17574;27384;16392
438;Mannen en vrouwen;9 jaar;2027;138897;43687;6834;36854;19511;17343;27122;16566
439;Mannen en vrouwen;9 jaar;2028;140028;43631;6873;36758;19605;17153;26912;16719
440;Mannen en vrouwen;9 jaar;2029;141138;43608;6904;36704;19714;16990;26734;16874
441;Mannen en vrouwen;9 jaar;2030;142308;43604;6932;36673;19826;16847;26591;17014
442;Mannen en vrouwen;9 jaar;2031;143365;43630;6958;36672;19935;16737;26470;17160
443;Mannen en vrouwen;9 jaar;2032;144291;43689;6987;36703;20066;16636;26386;17303
444;Mannen en vrouwen;9 jaar;2033;145054;43774;7010;36764;20199;16565;26325;17449
445;Mannen en vrouwen;9 jaar;2034;145610;43883;7033;36849;20328;16522;26293;17590
446;Mannen en vrouwen;9 jaar;2035;146065;44028;7065;36963;20474;16489;26289;17739
447;Mannen en vrouwen;9 jaar;2036;146388;44184;7085;37098;20620;16478;26302;17882
448;Mannen en vrouwen;9 jaar;2037;146606;44369;7111;37258;20775;16483;26338;18031
449;Mannen en vrouwen;9 jaar;2038;146722;44562;7131;37431;20927;16504;26381;18181
450;Mannen en vrouwen;9 jaar;2039;146694;44779;7157;37622;21086;16536;26447;18332
451;Mannen en vrouwen;9 jaar;2040;146498;44995;7179;37816;21232;16584;26510;18485
452;Mannen en vrouwen;9 jaar;2041;146138;45224;7198;38026;21392;16635;26594;18630
453;Mannen en vrouwen;9 jaar;2042;145560;45464;7225;38240;21543;16697;26684;18780
454;Mannen en vrouwen;9 jaar;2043;144811;45705;7242;38463;21699;16764;26776;18929
455;Mannen en vrouwen;9 jaar;2044;143855;45939;7262;38677;21838;16839;26869;19070
456;Mannen en vrouwen;9 jaar;2045;142804;46186;7281;38904;21996;16908;26969;19217
457;Mannen en vrouwen;9 jaar;2046;141655;46430;7301;39129;22142;16988;27077;19354
458;Mannen en vrouwen;9 jaar;2047;140518;46670;7317;39354;22297;17056;27185;19486
459;Mannen en vrouwen;9 jaar;2048;139457;46898;7334;39564;22434;17130;27288;19610
460;Mannen en vrouwen;9 jaar;2049;138496;47116;7349;39768;22568;17200;27390;19726
461;Mannen en vrouwen;9 jaar;2050;137647;47328;7361;39967;22704;17263;27492;19835
462;Mannen en vrouwen;10 jaar;2009;156299;43901;6555;37346;15655;21691;31418;12483
463;Mannen en vrouwen;10 jaar;2010;157069;44494;6226;38267;16069;22199;31711;12782
464;Mannen en vrouwen;10 jaar;2011;160148;46003;6003;40000;16836;23164;32935;13068
465;Mannen en vrouwen;10 jaar;2012;157041;45732;5742;39990;17480;22509;32702;13030
466;Mannen en vrouwen;10 jaar;2013;155263;45810;5925;39885;17830;22055;32728;13082
467;Mannen en vrouwen;10 jaar;2014;154221;45758;6190;39568;17689;21879;32560;13198
468;Mannen en vrouwen;10 jaar;2015;147786;45669;6335;39334;17752;21581;32409;13259
469;Mannen en vrouwen;10 jaar;2016;142410;45306;6800;38506;17511;20995;32270;13037
470;Mannen en vrouwen;10 jaar;2017;140497;45056;7095;37961;17395;20566;31964;13092
471;Mannen en vrouwen;10 jaar;2018;137964;44443;6964;37479;17560;19919;31344;13098
472;Mannen en vrouwen;10 jaar;2019;141850;44888;6792;38095;17980;20116;30978;13910
473;Mannen en vrouwen;10 jaar;2020;137955;45087;6782;38306;18400;19905;30654;14433
474;Mannen en vrouwen;10 jaar;2021;135587;45064;6839;38225;18663;19562;30197;14867
475;Mannen en vrouwen;10 jaar;2022;135202;44952;6906;38045;18844;19201;29708;15243
476;Mannen en vrouwen;10 jaar;2023;135299;44760;6976;37784;18973;18811;29191;15569
477;Mannen en vrouwen;10 jaar;2024;135889;44578;7044;37534;19082;18451;28731;15848
478;Mannen en vrouwen;10 jaar;2025;136065;44384;7111;37274;19169;18104;28309;16075
479;Mannen en vrouwen;10 jaar;2026;136796;44223;7174;37049;19252;17797;27947;16276
480;Mannen en vrouwen;10 jaar;2027;137786;44091;7230;36861;19327;17534;27636;16455
481;Mannen en vrouwen;10 jaar;2028;138835;44008;7276;36732;19428;17304;27379;16629
482;Mannen en vrouwen;10 jaar;2029;139961;43952;7317;36635;19519;17117;27169;16783
483;Mannen en vrouwen;10 jaar;2030;141066;43933;7348;36585;19628;16958;26995;16939
484;Mannen en vrouwen;10 jaar;2031;142231;43934;7378;36556;19739;16818;26854;17080
485;Mannen en vrouwen;10 jaar;2032;143282;43965;7406;36559;19848;16711;26739;17226
486;Mannen en vrouwen;10 jaar;2033;144204;44032;7437;36595;19984;16612;26661;17371
487;Mannen en vrouwen;10 jaar;2034;144964;44117;7461;36656;20115;16541;26600;17517
488;Mannen en vrouwen;10 jaar;2035;145517;44231;7487;36744;20242;16502;26572;17659
489;Mannen en vrouwen;10 jaar;2036;145971;44379;7518;36861;20391;16470;26571;17808
490;Mannen en vrouwen;10 jaar;2037;146292;44539;7540;36999;20539;16460;26586;17953
491;Mannen en vrouwen;10 jaar;2038;146506;44729;7567;37162;20697;16465;26627;18102
492;Mannen en vrouwen;10 jaar;2039;146622;44924;7590;37335;20848;16486;26670;18254
493;Mannen en vrouwen;10 jaar;2040;146595;45143;7616;37526;21007;16519;26738;18405
494;Mannen en vrouwen;10 jaar;2041;146399;45358;7638;37720;21153;16567;26801;18557
495;Mannen en vrouwen;10 jaar;2042;146039;45590;7658;37933;21314;16619;26888;18703
496;Mannen en vrouwen;10 jaar;2043;145464;45834;7686;38148;21466;16682;26982;18852
497;Mannen en vrouwen;10 jaar;2044;144718;46076;7705;38370;21619;16751;27074;19002
498;Mannen en vrouwen;10 jaar;2045;143764;46309;7725;38584;21760;16824;27167;19142
499;Mannen en vrouwen;10 jaar;2046;142719;46556;7744;38812;21919;16892;27267;19289
500;Mannen en vrouwen;10 jaar;2047;141575;46799;7763;39036;22064;16972;27375;19425
501;Mannen en vrouwen;10 jaar;2048;140440;47042;7781;39261;22217;17044;27485;19557
502;Mannen en vrouwen;10 jaar;2049;139386;47270;7797;39473;22356;17117;27590;19680
503;Mannen en vrouwen;10 jaar;2050;138428;47488;7812;39676;22490;17187;27693;19795
504;Mannen en vrouwen;11 jaar;2009;150999;43492;7781;35711;14823;20889;31121;12371
505;Mannen en vrouwen;11 jaar;2010;156260;44090;6964;37126;15559;21567;31500;12590
506;Mannen en vrouwen;11 jaar;2011;157038;44702;6620;38081;15983;22098;31827;12875
507;Mannen en vrouwen;11 jaar;2012;160119;46242;6405;39837;16754;23083;33088;13153
508;Mannen en vrouwen;11 jaar;2013;157033;45984;6158;39825;17391;22434;32873;13111
509;Mannen en vrouwen;11 jaar;2014;155256;46083;6341;39742;17745;21997;32925;13158
510;Mannen en vrouwen;11 jaar;2015;154210;46043;6598;39445;17616;21829;32778;13265
511;Mannen en vrouwen;11 jaar;2016;147787;45961;6743;39218;17685;21534;32638;13323
512;Mannen en vrouwen;11 jaar;2017;142409;45604;7198;38406;17451;20955;32506;13098
513;Mannen en vrouwen;11 jaar;2018;140489;45355;7491;37864;17339;20525;32203;13152
514;Mannen en vrouwen;11 jaar;2019;137952;44760;7374;37385;17504;19881;31596;13163
515;Mannen en vrouwen;11 jaar;2020;141827;45211;7219;37992;17920;20073;31232;13979
516;Mannen en vrouwen;11 jaar;2021;137941;45413;7213;38200;18336;19864;30912;14502
517;Mannen en vrouwen;11 jaar;2022;135578;45395;7273;38123;18599;19524;30459;14936
518;Mannen en vrouwen;11 jaar;2023;135192;45285;7341;37944;18777;19167;29976;15310
519;Mannen en vrouwen;11 jaar;2024;135284;45097;7412;37685;18907;18778;29461;15636
520;Mannen en vrouwen;11 jaar;2025;135869;44917;7480;37437;19015;18422;29004;15913
521;Mannen en vrouwen;11 jaar;2026;136041;44728;7547;37182;19105;18077;28585;16143
522;Mannen en vrouwen;11 jaar;2027;136768;44572;7612;36960;19186;17774;28227;16344
523;Mannen en vrouwen;11 jaar;2028;137753;44441;7670;36771;19258;17513;27916;16525
524;Mannen en vrouwen;11 jaar;2029;138795;44361;7716;36645;19359;17286;27662;16699
525;Mannen en vrouwen;11 jaar;2030;139917;44309;7758;36551;19452;17100;27455;16854
526;Mannen en vrouwen;11 jaar;2031;141016;44294;7790;36504;19561;16944;27284;17010
527;Mannen en vrouwen;11 jaar;2032;142174;44299;7821;36478;19674;16804;27147;17153
528;Mannen en vrouwen;11 jaar;2033;143221;44339;7851;36487;19788;16699;27038;17300
